18,1157.72,-0.111221,0.0185714,1.0796,0.199128,0.473307,0.941353,-0.352494,-0.0968177,0.86896,0.173283,0.19064,0.146493,-0.352966,0.714852,0.357828,0.557562,-0.312815,0.478047,-0.589054,0.266495,0.596576,-0.0323148,-0.151575,1.97815,-0.00170995,0.166939,3.19789,0.308288,0.0916858,1.34564,-0.00791318,-0.0152139,0.391131,-1.16395,0.0586787,0.268089,0.245215,0.613048,0.58507,-0.0938782,0.604799,0.299368,0.0176997,-0.452144,0.143134,0.476222,-0.426875,0.444464,0.327252,-0.593017,0.202862,0.451367,-0.255322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,1659.48,-0.153627,-0.0816401,1.43267,-0.41822,-0.564112,0.729352,0.102893,0.150763,0.418009,0.300741,-0.132079,1.16516,-0.185947,0.237767,0.611084,-0.470482,-0.387999,0.990757,0.0646252,-0.238027,3.133,0.293246,-0.506911,0.508588,-0.680402,0.392352,0.6264,0.263508,0.162817,0.131497,0.319283,-0.522164,1.38822,0.319355,-0.310075,0.271558,-0.281294,-0.450839,0.432961,0.482339,-0.0511831,0.635884,-0.435408,-0.251442,0.442512,-0.802154,-0.586177,0.111407,0.384321,-0.499009,0.424089,-0.406424,-0.294852,0.147769,-0.560483,0.151409,0.285882,0.33441,0.112445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,1444.55,0.189632,2.65115,0.799673,0.274388,2.36946,0.338421,0.503222,2.87183,0.399251,0.035741,2.98887,0.254035,0.350225,2.26724,2.69968,-0.471416,2.28858,0.609016,-0.423866,2.03223,0.331669,0.114169,2.43386,0.977816,0.546708,-3.01586,1.02241,-0.14349,-2.99715,2.08618,0.12488,1.99782,0.176875,0.650107,2.51403,0.886055,-0.239759,3.01685,0.679521,0.657353,2.02087,0.780991,0.539952,3.06739,1.77655,-0.18023,-2.98714,0.214343,0.292129,3.12827,0.488462,0.12308,2.74464,0.257949,0.0118115,2.27849,0.15153,0.0360601,2.87377,0.33015,0.327743,-2.87535,0.5784,-0.102048,3.10987,0.32607,-0.0849809,2.71349,0.147801,0.293971,3.00841,0.10843,0.341299,2.70355,0.170881,-0.599939,2.57215,0.195959,-0.138024,2.45316,0,0,0,0,0,0,0,0,0,
9,1139.93,-0.592578,-1.16209,1.49367,-0.148432,-1.54594,1.2574,-1.3411,-0.603664,0.187639,-0.973107,-1.85614,0.162948,0.141832,-0.986255,0.385543,-1.19008,-1.1194,0.11221,-1.42182,-1.24972,0.590492,-0.96156,-0.84526,0.244721,-0.922243,-1.20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,1484.61,0.427927,1.81665,1.76404,-0.108304,1.53412,0.355921,-0.261452,1.65947,0.190415,0.544615,1.42111,1.08516,0.168911,2.32582,0.560001,0.244583,1.8432,0.169094,1.02687,1.20249,0.26338,-0.0013041,1.80684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,1422.98,-1.28021,1.93341,0.223974,-1.48632,2.66329,0.3458,-1.40743,2.32983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,467.651,-0.145473,0.478366,84.7708,-0.148833,0.479667,37.1493,-0.148195,0.48423,0.502095,-0.241375,1.15622,0.190226,-0.828678,0.0270652,37.7262,-0.154181,0.480766,2.95173,-0.113961,0.510074,0.485977,0.754506,0.664294,0.985247,0.0793627,0.879221,79.8929,-0.144213,0.475996,108.968,-0.147302,0.479524,4.23719,-0.213176,0.476023,14.8385,-0.135558,0.48346,53.8629,-0.140333,0.483436,0.315794,0.524023,0.567755,0.146297,-0.0135771,-0.0873641,0.455777,0.431038,0.262782,1.68134,0.0204573,0.359871,102.395,-0.145993,0.476999,98.7903,-0.146707,0.478135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,998.037,1.38133,1.78269,232.939,1.38135,1.78267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,1166.55,-1.64294,1.8864,0.125818,-1.60024,2.20849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,1366.01,-1.07757,-0.607261,1.19441,-0.973543,-0.942151,0.242592,-1.02265,-0.104397,0.272205,-0.889855,-0.792949,0.952604,-0.905369,-1.04553,0.385751,-1.45925,-0.527311,0.267377,-1.52319,-0.599489,0.377289,-0.988016,-0.35416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
